Photo,Temp,Class
314,77.66,Off
320,77.66,Off
318,77.77,Off
320,77.66,Off
315,77.77,Off
319,77.66,Off
319,77.73,Off
317,77.77,Off
316,77.59,Off
319,77.7,Off
317,77.7,Off
316,77.7,Off
318,77.77,Off
317,77.62,Off
318,77.77,Off
321,77.73,Off
323,77.73,Off
314,77.73,Off
316,77.73,Off
316,77.77,Off
318,77.66,Off
319,77.7,Off
319,77.81,Off
320,77.7,Off
316,77.7,Off
318,77.73,Off
319,77.73,Off
322,77.7,Off
320,77.7,Off
319,77.77,Off
319,77.77,Off
320,77.77,Off
321,77.84,Off
318,77.73,Off
316,77.81,Off
319,77.73,Off
323,77.81,Off
314,77.81,Off
317,77.7,Off
314,77.7,Off
320,77.59,Off
318,77.73,Off
317,77.77,Off
321,77.7,Off
320,77.73,Off
315,77.62,Off
317,77.73,Off
320,77.77,Off
320,77.7,Off
316,77.73,Off
317,77.81,Off
316,77.7,Off
322,77.77,Off
318,77.73,Off
319,77.73,Off
322,77.66,Off
324,77.66,Off
320,77.77,Off
317,77.66,Off
320,77.66,Off
320,77.81,Off
319,77.73,Off
318,77.73,Off
318,77.7,Off
322,77.73,Off
321,77.81,Off
316,77.59,Off
316,77.66,Off
319,77.73,Off
312,77.66,Off
312,77.66,Off
323,77.81,Off
316,77.7,Off
314,77.7,Off
314,77.7,Off
320,77.62,Off
322,77.7,Off
316,77.66,Off
319,77.81,Off
318,77.81,Off
318,77.7,Off
318,77.81,Off
316,77.51,Off
314,77.73,Off
319,77.73,Off
314,77.66,Off
319,77.77,Off
319,77.77,Off
322,77.77,Off
318,77.73,Off
316,77.62,Off
319,77.66,Off
320,77.73,Off
319,77.77,Off
312,77.77,Off
317,77.77,Off
314,77.7,Off
318,77.73,Off
310,77.62,Off
315,77.73,Off
319,77.66,Off
319,77.7,Off
316,77.77,Off
320,77.66,Off
316,77.62,Off
319,77.77,Off
318,77.77,Off
323,77.77,Off
320,77.7,Off
316,77.66,Off
314,77.73,Off
319,77.73,Off
318,77.62,Off
315,77.7,Off
317,77.66,Off
321,77.77,Off
319,77.7,Off
318,77.73,Off
318,77.77,Off
317,77.7,Off
322,77.81,Off
312,77.77,Off
313,77.66,Off
318,77.73,Off
316,77.62,Off
317,77.73,Off
317,77.77,Off
322,77.7,Off
322,77.7,Off
319,77.77,Off
314,77.62,Off
316,77.77,Off
316,77.66,Off
319,77.7,Off
316,77.81,Off
319,77.66,Off
315,77.66,Off
317,77.7,Off
318,77.73,Off
323,77.73,Off
320,77.66,Off
315,77.66,Off
317,77.77,Off
319,77.73,Off
321,77.84,Off
319,77.73,Off
316,77.66,Off
314,77.7,Off
316,77.73,Off
318,77.66,Off
314,77.73,Off
318,77.7,Off
316,77.7,Off
315,77.77,Off
312,77.59,Off
319,77.77,Off
319,77.73,Off
314,77.7,Off
319,77.73,Off
323,77.66,Off
323,77.73,Off
319,77.77,Off
316,77.7,Off
321,77.66,Off
318,77.73,Off
319,77.7,Off
319,77.73,Off
323,77.73,Off
318,77.7,Off
319,77.62,Off
318,77.66,Off
324,77.7,Off
324,77.77,Off
315,77.62,Off
319,77.73,Off
318,77.73,Off
323,77.73,Off
316,77.7,Off
318,77.73,Off
321,77.73,Off
319,77.7,Off
317,77.7,Off
318,77.77,Off
322,77.77,Off
318,77.73,Off
316,77.77,Off
319,77.7,Off
315,77.7,Off
320,77.66,Off
316,77.66,Off
314,77.7,Off
320,77.73,Off
320,77.62,Off
323,77.7,Off
319,77.81,Off
318,77.59,Off
321,77.7,Off
316,77.77,Off
317,77.77,Off
321,77.77,Off
319,77.66,Off
318,77.73,Off
316,77.7,Off
317,77.77,Off
322,77.77,Off
316,77.77,Off
318,77.62,Off
326,77.81,Off
326,77.7,Off
317,77.66,Off
318,77.66,Off
322,77.7,Off
322,77.7,Off
320,77.66,Off
318,77.73,Off
320,77.77,Off
320,77.77,Off
321,77.88,Off
320,77.77,Off
325,77.95,Off
325,77.66,Off
322,77.81,Off
323,77.73,Off
323,77.73,Off
323,77.77,Off
318,77.73,Off
318,77.73,Off
316,77.66,Off
327,77.7,Off
316,77.7,Off
318,77.7,Off
321,77.66,Off
323,77.81,Off
318,77.66,Off
314,77.66,Off
320,77.7,Off
326,77.73,Off
319,77.7,Off
316,77.7,Off
322,77.66,Off
323,77.7,Off
316,77.73,Off
316,77.59,Off
321,77.7,Off
318,77.66,Off
315,77.7,Off
315,77.66,Off
321,77.66,Off
318,77.66,Off
319,77.77,Off
319,77.73,Off
319,77.7,Off
323,77.66,Off
323,77.55,Off
322,77.73,Off
321,77.66,Off
320,77.73,Off
317,77.66,Off
316,77.66,Off
325,77.77,Off
323,77.73,Off
318,77.7,Off
318,77.81,Off
316,77.66,Off
321,77.66,Off
316,77.7,Off
318,77.77,Off
322,77.66,Off
323,77.7,Off
315,77.62,Off
314,77.66,Off
317,77.7,Off
322,77.62,Off
318,77.73,Off
320,77.7,Off
323,77.66,Off
322,77.73,Off
315,77.66,Off
318,77.73,Off
323,77.77,Off
322,77.7,Off
316,77.66,Off
318,77.66,Off
314,77.62,Off
320,77.77,Off
316,77.81,Off
318,77.66,Off
320,77.66,Off
320,77.59,Off
318,77.66,Off
316,77.66,Off
320,77.7,Off
318,77.66,Off
321,77.81,Off
315,77.62,Off
318,77.66,Off
319,77.66,Off
315,77.59,Off
319,77.66,Off
323,77.73,Off
322,77.66,Off
319,77.73,Off
315,77.55,Off
322,77.73,Off
320,77.73,Off
316,77.66,Off
318,77.62,Off
319,77.66,Off
324,77.73,Off
317,77.7,Off
316,77.62,Off
319,77.73,Off
318,77.77,Off
318,77.66,Off
316,77.7,Off
320,77.73,Off
324,77.66,Off
316,77.88,Off
317,77.62,Off
322,77.66,Off
320,77.7,Off
316,77.73,Off
318,77.7,Off
318,77.66,Off
320,77.62,Off
319,77.84,Off
315,77.59,Off
319,77.81,Off
323,77.7,Off
314,77.7,Off
316,77.7,Off
315,77.62,Off
316,77.7,Off
317,77.77,Off
316,77.91,Off
315,77.66,Off
318,77.7,Off
312,77.66,Off
313,77.73,Off
312,77.77,Off
319,77.7,Off
318,77.7,Off
314,77.7,Off
319,77.7,Off
318,77.73,Off
312,77.7,Off
308,77.7,Off
313,77.73,Off
317,77.66,Off
310,77.66,Off
312,77.7,Off
318,77.66,Off
318,77.73,Off
312,77.73,Off
311,77.66,Off
312,77.91,Off
315,77.62,Off
312,77.66,Off
313,77.77,Off
317,77.66,Off
319,77.73,Off
314,77.66,Off
309,77.59,Off
314,77.66,Off
316,77.7,Off
319,77.73,Off
318,77.66,Off
318,77.62,Off
314,77.51,Off
314,77.77,Off
312,77.62,Off
319,77.66,Off
319,77.77,Off
316,77.66,Off
315,77.81,Off
315,77.66,Off
317,77.88,Off
312,77.77,Off
317,77.66,Off
314,77.59,Off
314,77.62,Off
315,77.7,Off
319,77.73,Off
318,77.7,Off
313,77.66,Off
314,77.59,Off
313,77.7,Off
314,77.62,Off
319,77.66,Off
312,77.66,Off
310,77.66,Off
315,77.66,Off
319,77.66,Off
312,77.73,Off
311,77.73,Off
312,77.66,Off
314,77.66,Off
312,77.77,Off
312,77.66,Off
317,77.73,Off
317,77.81,Off
312,77.59,Off
312,77.7,Off
312,77.62,Off
312,77.66,Off
312,77.7,Off
310,77.66,Off
315,77.73,Off
310,77.73,Off
310,77.66,Off
314,77.66,Off
316,77.66,Off
312,77.66,Off
307,77.66,Off
312,77.7,Off
313,77.62,Off
312,77.66,Off
308,77.62,Off
313,77.66,Off
312,77.62,Off
312,77.55,Off
308,77.73,Off
304,77.66,Off
309,77.66,Off
310,77.77,Off
304,77.62,Off
310,77.73,Off
312,77.66,Off
315,77.66,Off
306,77.62,Off
302,77.62,Off
304,77.62,Off
308,77.59,Off
308,77.73,Off
310,77.84,Off
312,77.62,Off
313,77.66,Off
310,77.66,Off
309,77.73,Off
308,77.7,Off
315,77.66,Off
312,77.7,Off
317,77.73,Off
314,77.7,Off
316,77.7,Off
310,77.66,Off
312,77.77,Off
316,77.66,Off
322,77.73,Off
314,77.66,Off
316,77.66,Off
315,77.66,Off
319,77.81,Off
310,77.62,Off
314,77.66,Off
316,77.7,Off
318,77.66,Off
316,77.66,Off
312,77.7,Off
319,77.7,Off
322,77.77,Off
314,77.66,Off
317,77.7,Off
319,77.77,Off
318,77.62,Off
314,77.7,Off
317,77.73,Off
315,77.66,Off
317,77.77,Off
315,77.81,Off
306,77.62,Off
315,77.7,Off
313,77.66,Off
319,77.66,Off
317,77.73,Off
319,77.66,Off
315,77.66,Off
314,77.7,Off
314,77.62,Off
316,77.66,Off
312,77.62,Off
314,77.66,Off
313,77.73,Off
314,77.7,Off
318,77.66,Off
317,77.66,Off
313,77.7,Off
319,77.77,Off
316,77.73,Off
317,77.66,Off
318,77.66,Off
318,77.66,Off
319,77.7,Off
312,77.66,Off
313,77.84,Off
315,77.66,Off
322,77.73,Off
318,77.7,Off
312,77.7,Off
314,77.66,Off
320,77.81,Off
314,77.66,Off
310,77.66,Off
312,77.7,Off
318,77.73,Off
315,77.7,Off
312,77.66,Off
312,77.66,Off
314,77.59,Off
313,77.62,Off
317,77.66,Off
315,77.66,Off
314,77.66,Off
313,77.66,Off
315,77.66,Off
317,77.62,Off
315,77.77,Off
317,77.7,Off
314,77.62,Off
316,77.62,Off
319,77.73,Off
319,77.77,Off
317,77.73,Off
314,77.66,Off
318,77.66,Off
316,77.66,Off
319,77.73,Off
318,77.66,Off
315,77.62,Off
315,77.7,Off
315,77.66,Off
316,77.66,Off
316,77.77,Off
315,77.66,Off
312,77.62,Off
312,77.62,Off
313,77.62,Off
312,77.73,Off
315,77.7,Off
314,77.62,Off
322,77.66,Off
311,77.95,Off
314,77.73,Off
314,77.7,Off
315,77.62,Off
315,77.7,Off
312,77.62,Off
318,77.66,Off
316,77.62,Off
314,77.7,Off
313,77.66,Off
319,77.77,Off
316,77.59,Off
318,77.7,Off
317,77.91,Off
317,77.66,Off
317,77.66,Off
319,77.81,Off
310,77.59,Off
315,77.66,Off
312,77.62,Off
309,77.62,Off
310,77.81,Off
312,77.59,Off
314,77.66,Off
313,77.66,Off
313,77.66,Off
323,77.66,Off
322,77.66,Off
318,77.66,Off
314,77.66,Off
314,77.73,Off
321,77.66,Off
319,77.66,Off
313,77.62,Off
312,77.62,Off
320,77.66,Off
318,77.62,Off
312,77.51,Off
312,77.62,Off
319,77.66,Off
318,77.7,Off
313,77.66,Off
318,77.66,Off
312,77.62,Off
313,77.77,Off
317,77.66,Off
318,77.66,Off
319,77.77,Off
315,77.62,Off
316,77.66,Off
314,77.59,Off
317,77.66,Off
318,77.66,Off
318,77.7,Off
320,77.66,Off
318,77.73,Off
318,77.55,Off
316,77.66,Off
318,77.66,Off
320,77.62,Off
314,77.81,Off
312,77.62,Off
319,77.73,Off
322,77.66,Off
316,77.59,Off
319,77.59,Off
325,77.66,Off
321,77.59,Off
323,77.66,Off
319,77.7,Off
325,77.66,Off
322,77.7,Off
320,77.66,Off
318,77.62,Off
320,77.66,Off
318,77.55,Off
316,77.59,Off
314,77.66,Off
322,77.66,Off
324,77.62,Off
315,77.66,Off
323,77.66,Off
322,77.73,Off
323,77.66,Off
325,77.7,Off
318,77.81,Off
325,77.73,Off
317,77.62,Off
317,77.66,Off
319,77.59,Off
324,77.73,Off
323,77.66,Off
319,77.7,Off
318,77.77,Off
318,77.62,Off
319,77.81,Off
318,77.66,Off
312,77.7,Off
319,77.66,Off
315,77.66,Off
317,77.62,Off
318,77.66,Off
319,77.73,Off
318,77.66,Off
316,77.59,Off
314,77.73,Off
318,77.62,Off
316,77.62,Off
310,77.62,Off
315,77.62,Off
317,77.62,Off
316,77.66,Off
313,77.66,Off
308,77.66,Off
319,77.66,Off
319,77.59,Off
314,77.66,Off
315,77.66,Off
318,77.7,Off
318,77.7,Off
316,77.66,Off
313,77.7,Off
318,77.66,Off
322,77.66,Off
316,77.66,Off
319,77.7,Off
319,77.66,Off
321,77.73,Off
317,77.66,Off
319,77.66,Off
323,77.66,Off
316,77.62,Off
319,77.66,Off
316,77.62,Off
317,77.62,Off
318,77.66,Off
313,77.62,Off
318,77.62,Off
320,77.66,Off
320,77.66,Off
319,77.59,Off
318,77.7,Off
320,77.66,Off
325,77.7,Off
321,77.66,Off
322,77.66,Off
322,77.7,Off
322,77.73,Off
322,77.73,Off
316,77.48,Off
320,77.7,Off
325,77.7,Off
318,77.7,Off
323,77.7,Off
316,77.62,Off
323,77.66,Off
319,77.7,Off
318,77.73,Off
325,77.7,Off
319,77.7,Off
321,77.62,Off
321,77.73,Off
320,77.59,Off
323,77.7,Off
320,77.62,Off
317,77.59,Off
327,77.7,Off
322,77.62,Off
314,77.62,Off
319,77.7,Off
320,77.7,Off
321,77.66,Off
319,77.66,Off
315,77.77,Off
321,77.59,Off
322,77.66,Off
323,77.73,Off
318,77.62,Off
316,77.66,Off
320,77.62,Off
319,77.7,Off
322,77.73,Off
321,77.73,Off
319,77.62,Off
318,77.59,Off
319,77.66,Off
324,77.66,Off
321,77.7,Off
315,77.66,Off
317,77.7,Off
322,77.66,Off
319,77.66,Off
319,77.66,Off
315,77.62,Off
318,77.59,Off
322,77.55,Off
316,77.73,Off
318,77.62,Off
322,77.59,Off
319,77.7,Off
317,77.62,Off
314,77.66,Off
320,77.62,Off
316,77.62,Off
317,77.62,Off
321,77.62,Off
320,77.59,Off
318,77.51,Off
318,77.66,Off
319,77.59,Off
320,77.51,Off
322,77.7,Off
318,77.66,Off
318,77.62,Off
320,77.59,Off
322,77.62,Off
321,77.7,Off
322,77.7,Off
323,77.66,Off
325,77.66,Off
318,77.7,Off
315,77.59,Off
324,77.73,Off
322,77.62,Off
316,77.62,Off
318,77.66,Off
314,77.59,Off
323,77.66,Off
321,77.73,Off
320,77.73,Off
322,77.66,Off
322,77.62,Off
319,77.7,Off
317,77.66,Off
320,77.66,Off
321,77.62,Off
326,79.08,Off
314,78.61,Off
308,79.08,Off
303,79.05,Off
299,79.05,Off
305,78.61,Off
309,78.64,Off
304,79.01,Off
302,79.05,Off
310,77.7,Off
311,78.64,Off
312,78.64,Off
305,78.61,Off
300,79.01,Off
304,79.08,Off
311,77.81,Off
306,78.72,Off
303,78.57,Off
312,78.68,Off
307,78.61,Off
302,78.53,Off
306,78.61,Off
307,78.61,Off
309,78.64,Off
304,78.72,Off
306,78.64,Off
306,78.61,Off
311,78.61,Off
312,78.06,Off
310,77.91,Off
312,78.86,Off
306,78.61,Off
300,78.61,Off
304,78.68,Off
309,78.64,Off
310,78.61,Off
302,78.64,Off
305,78.64,Off
304,78.61,Off
305,78.61,Off
306,77.77,Off
311,78.57,Off
313,78.64,Off
311,78.61,Off
308,78.61,Off
306,78.68,Off
307,78.72,Off
306,78.61,Off
304,78.72,Off
312,77.99,Off
315,78.61,Off
306,78.57,Off
307,78.68,Off
308,78.61,Off
311,77.84,Off
311,78.57,Off
308,78.64,Off
304,78.64,Off
313,77.91,Off
309,78.64,Off
306,78.64,Off
304,78.61,Off
307,78.68,Off
307,78.68,Off
316,77.81,Off
308,78.68,Off
307,78.61,Off
307,78.64,Off
307,78.64,Off
307,78.64,Off
311,78.72,Off
308,78.64,Off
304,78.64,Off
306,77.81,Off
309,78.64,Off
311,78.68,Off
305,78.64,Off
306,78.72,Off
310,78.64,Off
306,78.61,Off
307,78.57,Off
307,78.72,Off
307,78.64,Off
308,77.88,Off
309,78.61,Off
309,78.61,Off
310,78.68,Off
309,78.72,Off
303,78.64,Off
308,78.68,Off
306,78.5,Off
307,78.64,Off
305,78.72,Off
307,77.91,Off
313,78.68,Off
308,78.64,Off
307,78.64,Off
305,78.57,Off
315,77.91,Off
313,78.64,Off
306,78.61,Off
309,78.64,Off
319,78.02,Off
318,77.88,Off
310,78.61,Off
308,78.61,Off
308,78.64,Off
311,78.72,Off
306,78.06,Off
307,78.53,Off
311,78.72,Off
311,78.72,Off
306,78.61,Off
310,78.68,Off
304,78.61,Off
308,78.64,Off
307,78.64,Off
310,78.68,Off
319,78.06,Off
314,78.68,Off
307,78.68,Off
305,78.5,Off
307,78.64,Off
308,78.72,Off
303,78.61,Off
306,78.64,Off
305,78.61,Off
306,78.64,Off
305,78.64,Off
306,78.72,Off
309,78.72,Off
309,78.64,Off
305,78.68,Off
308,78.72,Off
310,78.57,Off
309,78.61,Off
307,78.68,Off
304,78.5,Off
308,78.61,Off
307,78.68,Off
311,78.64,Off
310,78.68,Off
319,77.91,Off
309,78.61,Off
310,78.64,Off
306,78.64,Off
308,78.64,Off
311,78.68,Off
306,78.68,Off
310,78.75,Off
311,78.64,Off
306,78.61,Off
306,78.5,Off
309,78.64,Off
308,78.61,Off
308,78.64,Off
307,78.57,Off
307,78.64,Off
314,78.64,Off
311,78.68,Off
309,78.72,Off
307,78.57,Off
315,78.64,Off
306,78.61,Off
315,77.91,Off
309,78.57,Off
315,78.57,Off
311,78.64,Off
310,78.64,Off
314,78.64,Off
315,78.64,Off
309,78.5,Off
306,78.68,Off
314,77.91,Off
310,78.61,Off
308,78.64,Off
312,78.06,Off
312,77.91,Off
313,78.72,Off
309,78.72,Off
304,78.61,Off
307,78.64,Off
306,78.64,Off
308,78.61,Off
305,78.61,Off
311,78.68,Off
307,78.64,Off
310,77.91,Off
311,78.64,Off
308,78.64,Off
311,78.64,Off
316,77.88,Off
313,78.68,Off
305,78.61,Off
313,78.57,Off
306,78.64,Off
311,77.99,Off
311,78.64,Off
314,78.72,Off
307,78.61,Off
307,78.61,Off
306,78.72,Off
306,78.57,Off
310,78.68,Off
306,78.57,Off
310,78.72,Off
312,77.99,Off
310,78.64,Off
313,78.1,Off
310,78.57,Off
308,78.61,Off
313,78.64,Off
308,78.64,Off
311,78.68,Off
311,78.64,Off
310,78.61,Off
302,78.57,Off
310,78.02,Off
311,78.72,Off
314,78.68,Off
305,78.68,Off
307,78.72,Off
311,78.72,Off
309,78.64,Off
306,78.61,Off
310,78.64,Off
310,77.91,Off
311,78.64,Off
304,78.64,Off
306,78.72,Off
310,78.61,Off
315,77.95,Off
312,78.64,Off
306,78.5,Off
305,78.61,Off
307,78.64,Off
300,78.57,Off
310,78.68,Off
309,78.68,Off
305,78.57,Off
306,78.68,Off
305,78.72,Off
306,78.72,Off
311,78.68,Off
306,78.72,Off
307,78.64,Off
304,78.64,Off
311,78.68,Off
304,78.64,Off
309,78.72,Off
310,78.61,Off
313,77.99,Off
306,78.68,Off
306,78.64,Off
311,78.68,Off
310,78.68,Off
305,77.91,Off
311,78.72,Off
313,78.61,Off
306,78.72,Off
302,78.61,Off
303,78.61,Off
305,78.79,Off
304,78.64,Off
305,78.57,Off
305,78.72,Off
310,77.95,Off
315,78.64,Off
304,78.64,Off
302,78.72,Off
310,78.68,Off
306,78.64,Off
302,78.68,Off
307,78.68,Off
307,78.61,Off
309,78.72,Off
303,78.68,Off
304,78.68,Off
309,78.72,Off
304,78.64,Off
300,78.61,Off
305,78.64,Off
307,78.64,Off
308,78.64,Off
300,78.68,Off
303,78.64,Off
310,77.99,Off
306,78.64,Off
307,78.72,Off
305,78.64,Off
308,78.61,Off
304,78.64,Off
301,78.61,Off
305,78.79,Off
303,78.64,Off
308,78.64,Off
305,78.68,Off
305,78.64,Off
305,78.64,Off
304,78.72,Off
305,78.02,Off
311,78.68,Off
311,78.61,Off
306,78.68,Off
301,78.64,Off
309,77.95,Off
311,78.64,Off
304,78.5,Off
302,78.64,Off
307,79.01,Off
306,78.64,Off
304,78.72,Off
298,78.72,Off
303,78.64,Off
306,78.5,Off
314,77.99,Off
305,78.61,Off
307,78.64,Off
306,78.72,Off
304,78.5,Off
306,77.95,Off
311,78.72,Off
311,78.68,Off
309,78.64,Off
306,78.68,Off
308,77.99,Off
311,78.61,Off
303,78.64,Off
302,78.75,Off
305,78.64,Off
304,78.64,Off
306,78.61,Off
305,78.64,Off
303,78.61,Off
312,78.06,Off
308,78.64,Off
302,78.64,Off
307,78.64,Off
311,78.61,Off
318,78.02,Off
307,78.68,Off
310,78.61,Off
309,78.64,Off
304,78.79,Off
305,78.64,Off
306,78.64,Off
305,78.72,Off
304,78.9,Off
300,78.61,Off
310,78.06,Off
306,78.64,Off
307,78.64,Off
300,78.64,Off
304,78.72,Off
309,78.64,Off
302,78.61,Off
302,78.75,Off
305,78.57,Off
302,78.61,Off
309,78.02,Off
305,78.64,Off
304,78.57,Off
304,78.72,Off
305,78.61,Off
300,78.68,Off
307,78.72,Off
305,78.72,Off
303,78.57,Off
301,78.72,Off
303,78.61,Off
305,78.61,Off
305,78.72,Off
305,78.68,Off
304,78.64,Off
306,78.68,Off
304,78.61,Off
301,78.57,Off
306,78.72,Off
309,78.72,Off
310,78.68,Off
305,78.72,Off
307,78.68,Off
309,78.57,Off
306,78.57,Off
309,77.99,Off
307,78.57,Off
306,78.61,Off
305,78.68,Off
305,78.68,Off
309,78.06,Off
315,78.68,Off
313,77.99,Off
309,78.64,Off
308,78.02,Off
309,78.64,Off
310,78.64,Off
303,78.68,Off
302,78.64,Off
307,78.64,Off
304,78.64,Off
304,78.64,Off
304,78.61,Off
309,78.68,Off
308,78.02,Off
310,78.64,Off
303,78.57,Off
304,78.64,Off
304,78.57,Off
302,78.64,Off
300,78.64,Off
311,78.72,Off
307,78.61,Off
303,78.64,Off
310,78.06,Off
306,78.57,Off
307,78.68,Off
303,78.64,Off
307,78.64,Off
308,78.64,Off
305,78.64,Off
303,78.61,Off
304,78.72,Off
307,78.72,Off
313,78.06,Off
312,78.02,Off
306,78.64,Off
306,78.64,Off
307,78.68,Off
304,78.64,Off
302,78.64,Off
311,78.61,Off
308,78.64,Off
305,78.64,Off
307,78.61,Off
311,78.72,Off
305,78.68,Off
304,78.64,Off
306,78.79,Off
306,78.64,Off
306,78.68,Off
305,78.64,Off
306,78.72,Off
312,78.06,Off
308,78.64,Off
303,78.61,Off
305,78.53,Off
307,78.68,Off
307,78.72,Off
304,77.99,Off
304,78.57,Off
313,78.72,Off
306,78.64,Off
305,78.57,Off
312,78.06,Off
306,78.68,Off
308,78.64,Off
300,78.57,Off
304,78.72,Off
310,78.61,Off
311,78.72,Off
304,78.64,Off
311,78.68,Off
312,78.02,Off
309,78.64,Off
304,78.64,Off
304,78.61,Off
311,78.64,Off
309,78.64,Off
307,78.64,Off
309,78.68,Off
313,78.64,Off
304,78.94,Off
308,78.72,Off
311,78.13,Off
312,78.02,Off
313,78.64,Off
308,78.68,Off
310,78.57,Off
313,79.01,Off
307,78.68,Off
305,78.61,Off
305,78.61,Off
307,78.64,Off
308,78.57,Off
307,78.68,Off
309,78.75,Off
315,78.1,Off
313,78.64,Off
308,78.75,Off
309,78.64,Off
313,78.61,Off
312,78.72,Off
309,78.06,Off
310,78.61,Off
306,78.64,Off
307,78.64,Off
305,78.68,Off
309,77.99,Off
310,78.64,Off
306,78.61,Off
307,78.61,Off
307,78.64,Off
312,78.64,Off
309,78.72,Off
309,78.64,Off
304,78.61,Off
313,78.5,Off
309,78.68,Off
315,78.1,Off
311,78.61,Off
312,78.72,Off
306,78.57,Off
312,78.06,Off
310,78.68,Off
312,78.61,Off
312,78.64,Off
311,78.72,Off
318,78.06,Off
314,78.61,Off
315,78.61,Off
312,78.75,Off
305,79.01,Off
314,77.99,Off
315,78.61,Off
308,78.64,Off
304,78.53,Off
313,78.17,Off
312,78.61,Off
311,78.57,Off
308,78.72,Off
307,78.75,Off
312,78.64,Off
306,78.75,Off
305,78.72,Off
311,78.68,Off
309,78.68,Off
310,78.02,Off
317,78.02,Off
312,78.61,Off
313,78.79,Off
307,78.64,Off
309,78.61,Off
312,78.46,Off
310,78.64,Off
305,78.61,Off
308,78.68,Off
305,78.61,Off
317,78.06,Off
312,78.64,Off
313,78.68,Off
311,78.64,Off
319,78.1,Off
315,78.64,Off
306,78.61,Off
314,78.68,Off
315,78.75,Off
312,78.06,Off
306,78.5,Off
310,78.64,Off
313,78.72,Off
307,78.61,Off
308,78.02,Off
313,78.68,Off
308,78.61,Off
313,78.61,Off
313,78.83,Off
309,78.5,Off
309,78.61,Off
307,78.68,Off
314,78.64,Off
316,78.5,Off
310,78.79,Off
305,78.57,Off
311,78.61,Off
315,78.72,Off
308,78.68,Off
315,78.02,Off
312,78.79,Off
317,78.68,Off
315,78.61,Off
311,78.43,Off
319,78.13,Off
315,78.57,Off
312,78.53,Off
313,78.1,Off
311,78.57,Off
314,78.06,Off
317,78.68,Off
314,78.68,Off
308,78.57,Off
316,78.06,Off
312,78.64,Off
310,78.5,Off
308,78.64,Off
309,78.72,Off
319,78.1,Off
313,78.5,Off
315,78.75,Off
313,78.57,Off
313,78.46,Off
316,78.06,Off
319,78.28,Off
317,78.61,Off
316,78.79,Off
313,78.61,Off
317,78.64,Off
312,78.46,Off
314,78.61,Off
312,78.64,Off
311,78.64,Off
319,78.06,Off
315,78.57,Off
317,78.13,Off
315,78.61,Off
317,78.64,Off
316,78.35,Off
309,78.72,Off
308,78.5,Off
317,78.61,Off
316,78.64,Off
316,78.02,Off
318,78.68,Off
315,78.64,Off
313,78.64,Off
314,78.61,Off
315,78.61,Off
313,78.68,Off
317,78.79,Off
310,78.64,Off
311,78.68,Off
314,78.72,Off
317,78.64,Off
319,78.72,Off
311,78.68,Off
312,78.57,Off
322,78.1,Off
312,78.64,Off
309,78.64,Off
312,78.57,Off
314,78.79,Off
311,78.64,Off
314,78.61,Off
319,78.61,Off
310,78.64,Off
315,78.57,Off
307,78.64,Off
315,79.01,Off
314,78.64,Off
310,78.43,Off
313,78.68,Off
315,78.57,Off
317,78.72,Off
311,78.72,Off
310,78.61,Off
315,78.53,Off
312,78.64,Off
308,78.72,Off
304,78.57,Off
311,78.53,Off
314,78.1,Off
305,78.79,Off
311,78.61,Off
315,78.68,Off
306,78.64,Off
305,78.61,Off
311,78.75,Off
309,78.68,Off
306,78.43,Off
310,78.75,Off
308,78.57,Off
310,78.94,Off
312,78.06,Off
308,78.72,Off
309,78.61,Off
314,78.57,Off
313,78.72,Off
315,78.06,Off
311,78.64,Off
315,78.68,Off
312,78.83,Off
308,78.64,Off
314,78.06,Off
315,78.72,Off
317,78.06,Off
314,78.13,Off
306,78.68,Off
313,78.68,Off
310,78.64,Off
309,78.75,Off
304,78.57,Off
309,78.57,Off
307,78.79,Off
307,78.72,Off
302,78.46,Off
312,78.53,Off
307,78.79,Off
304,78.57,Off
302,78.61,Off
306,78.5,Off
306,78.64,Off
302,78.61,Off
307,78.68,Off
310,78.75,Off
305,78.72,Off
306,78.06,Off
308,78.46,Off
308,78.64,Off
311,78.61,Off
304,78.53,Off
316,78.1,Off
325,78.02,Off
320,78.64,Off
315,78.61,Off
315,78.68,Off
323,78.06,Off
320,78.57,Off
317,78.72,Off
313,78.72,Off
313,78.9,Off
323,78.68,Off
312,78.72,Off
312,78.57,Off
317,78.61,Off
314,78.72,Off
316,78.06,Off
319,78.64,Off
314,78.53,Off
319,78.64,Off
317,78.46,Off
325,78.13,Off
318,78.61,Off
317,78.61,Off
314,78.61,Off
316,78.86,Off
318,78.61,Off
322,78.46,Off
319,78.79,Off
310,78.53,Off
321,78.06,Off
323,78.68,Off
321,78.97,Off
317,78.61,Off
323,78.83,Off
325,78.13,Off
325,78.61,Off
315,78.72,Off
320,78.68,Off
319,78.64,Off
318,78.64,Off
317,78.57,Off
323,78.75,Off
317,78.57,Off
315,78.57,Off
323,78.17,Off
323,78.72,Off
320,78.61,Off
319,78.79,Off
319,78.64,Off
320,78.57,Off
318,78.39,Off
313,78.64,Off
315,78.5,Off
320,78.5,Off
324,78.75,Off
320,78.64,Off
315,78.61,Off
319,78.9,Off
320,78.61,Off
317,78.43,Off
322,78.57,Off
322,78.64,Off
324,78.53,Off
312,78.83,Off
318,78.86,Off
321,78.57,Off
314,78.53,Off
316,78.57,Off
